epoch;categorical_accuracy;loss;sparse_categorical_accuracy;val_categorical_accuracy;val_loss;val_sparse_categorical_accuracy
0;0.7302996516227722;2.4174540042877197;0.4095449447631836;0.04439511522650719;2.3489627838134766;0.36625972390174866
1;0.18091009557247162;2.385533332824707;0.430632621049881;0.03107658214867115;2.352651834487915;0.37180909514427185
2;0.22641509771347046;2.3446390628814697;0.44728079438209534;0.44173142313957214;2.328242063522339;0.30965593457221985
3;0.49833518266677856;2.2827253341674805;0.45948946475982666;0.9012208580970764;2.3431780338287354;0.34073251485824585
4;0.6614872217178345;2.3194711208343506;0.39511653780937195;0.9322974681854248;2.330075979232788;0.35405105352401733
5;0.5660377144813538;2.267465591430664;0.4639289677143097;0.7358490824699402;2.305858612060547;0.3596004545688629
6;0.337402880191803;2.2874152660369873;0.4372918903827667;0.51165372133255;2.2981112003326416;0.3440621495246887
